date,ad_id,campaign,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
2021-05-05,1121333,Campanha C,144579,35-39,Homem,22,88970,10,14.8300004,2,0
2021-05-06,1121334,Campanha C,144579,35-39,Homem,22,108362,13,22.42999983,1,1
2021-05-07,1121335,Campanha C,144579,35-39,Homem,22,188596,27,44.14000034,3,0
2021-05-08,1121336,Campanha C,144579,35-39,Homem,22,275080,43,69.65999997,4,3
2021-05-09,1121337,Campanha C,144580,35-39,Homem,23,64647,10,16.26999998,1,0
2021-05-10,1121338,Campanha C,144580,35-39,Homem,23,31265,4,5.789999902,1,0
2021-05-11,1121340,Campanha C,144580,35-39,Homem,23,140147,24,42.08000016,2,0
2021-05-12,1121341,Campanha C,144580,35-39,Homem,23,223120,40,67.66999984,1,0
2021-05-13,1121342,Campanha C,144580,35-39,Homem,23,104869,18,34.07000089,1,0
2021-05-14,1121344,Campanha C,144581,35-39,Homem,24,165177,23,41.71999967,4,1
2021-05-15,1121345,Campanha C,144581,35-39,Homem,24,84194,11,19.56999981,1,0
2021-05-16,1121347,Campanha C,144581,35-39,Homem,24,220581,31,57.37,1,1
2021-05-17,1121350,Campanha C,144582,35-39,Homem,25,75804,10,17.36999965,2,1
2021-05-18,1121352,Campanha C,144582,35-39,Homem,25,368986,59,100.289999,0,0
2021-05-19,1121353,Campanha C,144582,35-39,Homem,25,28194,3,3.709999919,2,0
2021-05-20,1121355,Campanha C,144583,35-39,Homem,26,99961,14,23.2099998,1,0
2021-05-21,1121359,Campanha C,144583,35-39,Homem,26,7573,0,0,1,0
2021-05-22,1121361,Campanha C,144584,35-39,Homem,27,685781,103,177.8899992,10,1
2021-05-23,1121364,Campanha C,144584,35-39,Homem,27,274222,43,66.7700001,2,1
2021-05-24,1121365,Campanha C,144584,35-39,Homem,27,110503,25,32.67999995,4,0
2021-05-25,1121367,Campanha C,144585,35-39,Homem,28,1447755,233,420.5799983,11,8
2021-05-26,1121368,Campanha C,144585,35-39,Homem,28,358987,52,87.55000067,1,0
2021-05-27,1121369,Campanha C,144585,35-39,Homem,28,826205,125,232.3700008,5,1
2021-05-28,1121370,Campanha C,144585,35-39,Homem,28,550954,84,150.1400012,3,0
2021-05-29,1121372,Campanha C,144585,35-39,Homem,28,378350,55,96.48000073,4,0
2021-05-30,1121373,Campanha C,144586,35-39,Homem,29,492784,56,95.5100013,7,4
2021-05-31,1121374,Campanha C,144586,35-39,Homem,29,327158,43,72.3100003,6,2
2021-06-01,1121375,Campanha C,144586,35-39,Homem,29,9921,0,0,1,0
2021-06-02,1121377,Campanha C,144586,35-39,Homem,29,59390,5,9.209999919,5,3
2021-06-03,1121378,Campanha C,144586,35-39,Homem,29,1040330,147,254.2500038,13,2
2021-06-04,1121379,Campanha C,144587,35-39,Homem,30,49422,6,11.17000031,1,0
2021-06-05,1121380,Campanha C,144587,35-39,Homem,30,131091,18,34.23000026,3,1
2021-06-06,1121381,Campanha C,144587,35-39,Homem,30,95691,15,25.26000011,1,1
2021-06-07,1121390,Campanha C,144588,35-39,Homem,31,15513,1,1.289999962,1,0
2021-06-08,1121391,Campanha C,144589,35-39,Homem,32,382537,63,113.9900012,4,3
2021-06-09,1121394,Campanha C,144589,35-39,Homem,32,461356,64,121.0999982,6,3
2021-06-10,1121395,Campanha C,144589,35-39,Homem,32,392541,53,98.70000017,3,2
2021-06-11,1121398,Campanha C,144590,35-39,Homem,36,35088,5,8.800000072,1,1
2021-06-12,1121400,Campanha C,144590,35-39,Homem,36,53933,6,9.929999948,3,1
2021-06-13,1121403,Campanha C,144591,35-39,Homem,63,228861,33,53.38999939,4,2
2021-06-14,1121405,Campanha C,144591,35-39,Homem,63,20959,2,3.769999981,1,1
2021-06-15,1121410,Campanha C,144592,35-39,Homem,64,24992,2,3.190000057,1,0
2021-06-16,1121411,Campanha C,144592,35-39,Homem,64,100351,15,24.17999995,2,1
2021-06-17,1121412,Campanha C,144592,35-39,Homem,64,292448,43,76.89999968,2,1
2021-06-18,1121413,Campanha C,144592,35-39,Homem,64,65060,7,14.5200001,1,1
2021-06-19,1121414,Campanha C,144592,35-39,Homem,64,133316,21,36.17000055,2,0
2021-06-20,1121415,Campanha C,144593,35-39,Homem,65,113501,26,38.44000077,5,4
2021-06-21,1121418,Campanha C,144593,35-39,Homem,65,192810,41,61.92999995,4,3
2021-06-22,1121421,Campanha C,144594,35-39,Homem,2,233404,43,70.4100008,2,1
2021-06-23,1121422,Campanha C,144594,35-39,Homem,2,128843,24,37.5999999,2,0
2021-06-24,1121423,Campanha C,144594,35-39,Homem,2,63564,12,20.59000027,2,0
2021-06-25,1121425,Campanha C,144594,35-39,Homem,2,85970,14,24.78000021,1,1
2021-06-26,1121428,Campanha C,144595,35-39,Homem,7,131232,16,29.53999937,1,1
2021-06-27,1121429,Campanha C,144595,35-39,Homem,7,152454,22,37.84999979,1,1
2021-06-28,1121430,Campanha C,144595,35-39,Homem,7,28989,2,2.290000021,1,0
2021-06-29,1121433,Campanha C,144596,35-39,Homem,66,80248,15,24.1900003,1,1
2021-06-30,1121437,Campanha C,144596,35-39,Homem,66,38580,5,8.519999981,1,0
2021-07-01,1121439,Campanha C,144597,40-44,Homem,10,621591,91,163.36,5,1
2021-07-02,1121440,Campanha C,144597,40-44,Homem,10,250499,36,58.14000005,3,1
2021-07-03,1121442,Campanha C,144597,40-44,Homem,10,131637,18,29.30999982,2,1
2021-07-04,1121443,Campanha C,144597,40-44,Homem,10,463813,69,116.3399996,4,2
2021-07-05,1121444,Campanha C,144597,40-44,Homem,10,211767,35,60.89999914,5,1
2021-07-06,1121446,Campanha C,144598,40-44,Homem,15,163181,26,40.02000093,1,1
2021-07-07,1121451,Campanha C,144599,40-44,Homem,16,1117385,147,260.0699984,11,2
2021-07-08,1121452,Campanha C,144599,40-44,Homem,16,1663441,205,359.4700001,17,6
2021-07-09,1121453,Campanha C,144599,40-44,Homem,16,455248,54,105.7099996,5,2
2021-07-10,1121454,Campanha C,144599,40-44,Homem,16,75589,6,10.66000009,1,1
2021-07-11,1121455,Campanha C,144599,40-44,Homem,16,594267,82,143.3000009,3,2
2021-07-12,1121456,Campanha C,144599,40-44,Homem,16,315281,35,65.02999854,1,0
2021-07-13,1121464,Campanha C,144601,40-44,Homem,19,363456,71,117.5599997,7,1
2021-07-14,1121466,Campanha C,144601,40-44,Homem,19,438983,81,143.4300001,3,1
2021-07-15,1121467,Campanha C,144601,40-44,Homem,19,42563,5,9.659999847,1,1
2021-07-16,1121469,Campanha C,144602,40-44,Homem,20,399035,75,124.7999995,7,3
2021-07-17,1121471,Campanha C,144602,40-44,Homem,20,304680,59,98.55000019,3,0
2021-07-18,1121472,Campanha C,144602,40-44,Homem,20,140596,23,40.77000022,1,0
2021-07-19,1121473,Campanha C,144602,40-44,Homem,20,439986,80,134.8799999,4,3
2021-07-20,1121474,Campanha C,144602,40-44,Homem,20,75803,11,19.3599999,2,2
2021-07-21,1121477,Campanha C,144603,40-44,Homem,21,7073,0,0,1,0
2021-07-22,1121481,Campanha C,144604,40-44,Homem,22,153586,28,43.01000035,2,0
2021-07-23,1121482,Campanha C,144604,40-44,Homem,22,180815,31,42.62999976,1,0
2021-07-24,1121483,Campanha C,144604,40-44,Homem,22,253169,51,75.78999984,1,0
2021-07-25,1121484,Campanha C,144604,40-44,Homem,22,34453,5,7.710000038,1,1
2021-07-26,1121487,Campanha C,144605,40-44,Homem,23,51550,8,14.03999984,1,0
2021-07-27,1121489,Campanha C,144605,40-44,Homem,23,110018,24,39.85999966,1,0
2021-07-28,1121493,Campanha C,144606,40-44,Homem,24,137584,21,36.77999961,1,0
2021-07-29,1121497,Campanha C,144606,40-44,Homem,24,209825,30,54.86999953,1,0
2021-07-30,1121499,Campanha C,144607,40-44,Homem,25,264222,63,87.7899996,1,1
2021-07-31,1121510,Campanha C,144608,40-44,Homem,26,31202,5,6.730000019,1,0
2021-08-01,1121511,Campanha C,144609,40-44,Homem,27,252991,49,76.83999932,3,0
2021-08-02,1121514,Campanha C,144609,40-44,Homem,27,56265,9,15.53999972,1,0
2021-08-03,1121523,Campanha C,144611,40-44,Homem,29,76923,11,17.67000008,2,2
2021-08-04,1121524,Campanha C,144611,40-44,Homem,29,209332,30,49.60000014,3,1
2021-08-05,1121525,Campanha C,144611,40-44,Homem,29,214094,31,53.26999903,1,0
2021-08-06,1121526,Campanha C,144611,40-44,Homem,29,526209,85,126.9299996,3,2
2021-08-07,1121527,Campanha C,144611,40-44,Homem,29,741143,120,179.620001,4,1
2021-08-08,1121528,Campanha C,144611,40-44,Homem,29,172827,25,38.42000043,2,0
2021-08-09,1121530,Campanha C,144612,40-44,Homem,30,188873,38,58.5999999,1,1
2021-08-10,1121532,Campanha C,144612,40-44,Homem,30,123126,25,39.72999978,2,1
2021-08-11,1121535,Campanha C,144613,40-44,Homem,31,77794,14,19.11000001,1,1
2021-08-12,1121541,Campanha C,144614,40-44,Homem,32,56630,9,15.81000018,1,1
2021-08-13,1121544,Campanha C,144614,40-44,Homem,32,400844,85,140.9700022,4,2
2021-08-14,1121545,Campanha C,144614,40-44,Homem,32,208572,36,60.76000023,2,1
2021-08-15,1121548,Campanha C,144615,40-44,Homem,36,59004,8,13.51000011,1,0
2021-08-16,1121551,Campanha C,144615,40-44,Homem,36,196253,32,55.10000002,1,0
2021-08-17,1121554,Campanha C,144616,40-44,Homem,63,51858,8,12.63000011,1,1
2021-08-18,1121557,Campanha C,144616,40-44,Homem,63,280764,49,81.36000025,2,1
2021-08-19,1121561,Campanha C,144617,40-44,Homem,64,63660,11,16.47000003,1,1
2021-08-20,1121562,Campanha C,144617,40-44,Homem,64,109289,19,31.02999997,1,0
2021-08-21,1121568,Campanha C,144618,40-44,Homem,65,188440,40,60.72999966,2,1
2021-08-22,1121571,Campanha C,144619,40-44,Homem,2,212496,44,74.83000135,2,1
2021-08-23,1121572,Campanha C,144619,40-44,Homem,2,32574,5,7.480000019,1,0
2021-08-24,1121575,Campanha C,144619,40-44,Homem,2,128595,23,36.4800005,1,1
2021-08-25,1121577,Campanha C,144620,40-44,Homem,7,242234,48,68.06000054,2,0
2021-08-26,1121584,Campanha C,144621,40-44,Homem,66,33154,5,7.879999995,1,1
2021-08-27,1121585,Campanha C,144621,40-44,Homem,66,9773,1,1.460000038,1,0
2021-08-28,1121589,Campanha C,144622,45-49,Homem,10,464036,77,123.5500004,3,1
2021-08-29,1121590,Campanha C,144622,45-49,Homem,10,478480,75,135.7500012,3,1
2021-08-30,1121592,Campanha C,144622,45-49,Homem,10,428812,66,116.8800001,4,2
2021-08-31,1121593,Campanha C,144622,45-49,Homem,10,1177535,221,365.6600009,15,3
2021-09-01,1121594,Campanha C,144622,45-49,Homem,10,426500,72,128.2799988,4,1
2021-09-02,1121597,Campanha C,144623,45-49,Homem,15,54237,7,10.77999985,2,1
2021-09-03,1121598,Campanha C,144623,45-49,Homem,15,506916,89,133.6999986,2,2
2021-09-04,1121599,Campanha C,144623,45-49,Homem,15,250960,42,64.87999952,2,0
2021-09-05,1121601,Campanha C,144624,45-49,Homem,16,2286228,353,603.380002,16,7
2021-09-06,1121602,Campanha C,144624,45-49,Homem,16,915451,125,220.559999,6,1
2021-09-07,1121603,Campanha C,144624,45-49,Homem,16,159478,20,33.89999998,3,1
2021-09-08,1121605,Campanha C,144624,45-49,Homem,16,1228924,190,318.9700032,6,3
2021-09-09,1121606,Campanha C,144624,45-49,Homem,16,938283,134,248.6400001,7,2
2021-09-10,1121607,Campanha C,144625,45-49,Homem,18,154572,26,40.93000007,1,1
2021-09-11,1121609,Campanha C,144625,45-49,Homem,18,378171,70,109.2500008,1,0
2021-09-12,1121612,Campanha C,144625,45-49,Homem,18,468749,84,134.1199975,6,1
2021-09-13,1121613,Campanha C,144626,45-49,Homem,19,309823,60,103.3899996,4,4
2021-09-14,1121615,Campanha C,144626,45-49,Homem,19,327227,65,116.5599996,5,0
2021-09-15,1121616,Campanha C,144626,45-49,Homem,19,334945,72,120.2999994,2,1
2021-09-16,1121617,Campanha C,144626,45-49,Homem,19,68859,15,25.45999968,1,0
2021-09-17,1121619,Campanha C,144627,45-49,Homem,20,127125,20,35.67999983,2,0
2021-09-18,1121620,Campanha C,144627,45-49,Homem,20,415798,80,131.7800006,3,1
2021-09-19,1121622,Campanha C,144627,45-49,Homem,20,107671,20,29.91000021,1,1
2021-09-20,1121623,Campanha C,144627,45-49,Homem,20,164356,28,46.7900002,2,1
2021-09-21,1121624,Campanha C,144627,45-49,Homem,20,17662,2,3.189999938,1,0
2021-09-22,1121627,Campanha C,144628,45-49,Homem,21,65339,10,16.67999983,2,0
2021-09-23,1121628,Campanha C,144628,45-49,Homem,21,59838,7,11.11000013,1,0
2021-09-24,1121629,Campanha C,144628,45-49,Homem,21,381577,81,127.5699993,2,0
2021-09-25,1121635,Campanha C,144629,45-49,Homem,22,45491,8,11.00999999,1,0
2021-09-26,1121638,Campanha C,144630,45-49,Homem,23,18946,2,3.599999905,1,0
2021-09-27,1121641,Campanha C,144630,45-49,Homem,23,114370,18,33.65999997,1,0
2021-09-28,1121642,Campanha C,144630,45-49,Homem,23,99698,21,33.3499999,1,0
2021-09-29,1121644,Campanha C,144631,45-49,Homem,24,355165,81,128.6099997,4,3
2021-09-30,1121650,Campanha C,144632,45-49,Homem,25,101431,23,33.93000031,1,1
2021-10-01,1121652,Campanha C,144632,45-49,Homem,25,123151,24,36.4400003,2,1
2021-10-02,1121660,Campanha C,144633,45-49,Homem,26,24078,4,5.769999981,1,0
2021-10-03,1121661,Campanha C,144634,45-49,Homem,27,517801,105,181.7200011,3,0
2021-10-04,1121662,Campanha C,144634,45-49,Homem,27,145104,25,41.42000008,2,1
2021-10-05,1121664,Campanha C,144634,45-49,Homem,27,179950,35,58.67999971,1,0
2021-10-06,1121665,Campanha C,144634,45-49,Homem,27,258531,46,80.33999979,2,0
2021-10-07,1121666,Campanha C,144634,45-49,Homem,27,272500,62,104.4599996,3,0
2021-10-08,1121667,Campanha C,144635,45-49,Homem,28,273197,57,87.7300005,3,0
2021-10-09,1121668,Campanha C,144635,45-49,Homem,28,775904,172,253.990002,4,2
2021-10-10,1121669,Campanha C,144635,45-49,Homem,28,120251,26,39.44000006,1,0
2021-10-11,1121671,Campanha C,144635,45-49,Homem,28,139406,24,39.04999948,1,0
2021-10-12,1121672,Campanha C,144635,45-49,Homem,28,60314,11,16.93999958,2,1
2021-10-13,1121673,Campanha C,144636,45-49,Homem,29,563074,86,142.7099985,4,2
2021-10-14,1121674,Campanha C,144636,45-49,Homem,29,168655,18,27.29999983,2,0
2021-10-15,1121675,Campanha C,144636,45-49,Homem,29,111963,17,29.3799994,2,1
2021-10-16,1121676,Campanha C,144636,45-49,Homem,29,1026304,168,277.5799986,17,8
2021-10-17,1121677,Campanha C,144636,45-49,Homem,29,1391924,258,422.8400038,17,10
2021-10-18,1121678,Campanha C,144636,45-49,Homem,29,147551,22,38.50000083,1,0
2021-10-19,1121685,Campanha C,144638,45-49,Homem,31,66794,9,17.3299998,1,1
2021-10-20,1121687,Campanha C,144638,45-49,Homem,31,118882,19,32.30999994,2,1
2021-10-21,1121689,Campanha C,144638,45-49,Homem,31,148010,24,41.96999943,1,0
2021-10-22,1121691,Campanha C,144639,45-49,Homem,32,932890,197,352.4499989,3,1
2021-10-23,1121692,Campanha C,144639,45-49,Homem,32,718359,147,264.5899997,4,1
2021-10-24,1121693,Campanha C,144639,45-49,Homem,32,433658,82,158.5999998,5,2
2021-10-25,1121695,Campanha C,144639,45-49,Homem,32,29455,3,4.769999981,1,0
2021-10-26,1121701,Campanha C,144640,45-49,Homem,36,23973,3,4.820000052,1,1
2021-10-27,1121705,Campanha C,144641,45-49,Homem,63,126480,25,37.25999999,1,1
2021-10-28,1121706,Campanha C,144641,45-49,Homem,63,138959,28,39.5200007,1,0
2021-10-29,1121708,Campanha C,144641,45-49,Homem,63,68829,12,19.47999978,1,0
2021-10-30,1121711,Campanha C,144642,45-49,Homem,64,49916,10,16.38,1,1
2021-10-31,1121716,Campanha C,144643,45-49,Homem,65,76014,16,22.67000031,1,1
2021-11-01,1121723,Campanha C,144644,45-49,Homem,2,50947,10,15.99000025,1,0
2021-11-02,1121733,Campanha C,144646,45-49,Homem,66,55536,11,17.04999995,1,0
2021-11-03,1121741,Campanha C,144647,30-34,Mulher,10,318042,46,64.40999997,8,4
2021-11-04,1121742,Campanha C,144647,30-34,Mulher,10,213016,30,44.21999955,8,2
2021-11-05,1121745,Campanha C,144648,30-34,Mulher,15,182265,27,38.18000007,2,1
2021-11-06,1121746,Campanha C,144648,30-34,Mulher,15,1117371,177,268.050002,26,5
2021-11-07,1121749,Campanha C,144648,30-34,Mulher,15,333345,52,77.59000027,5,1
2021-11-08,1121751,Campanha C,144649,30-34,Mulher,16,275930,30,46.77999997,5,2
2021-11-09,1121753,Campanha C,144649,30-34,Mulher,16,740631,101,153.1199975,9,1
2021-11-10,1121754,Campanha C,144649,30-34,Mulher,16,328272,35,55.99000025,2,1
2021-11-11,1121755,Campanha C,144649,30-34,Mulher,16,178455,20,31.5400002,6,3
2021-11-12,1121756,Campanha C,144649,30-34,Mulher,16,705712,98,147.339999,6,1
2021-11-13,1121758,Campanha C,144650,30-34,Mulher,18,690373,91,159.5700021,5,2
2021-11-14,1121759,Campanha C,144650,30-34,Mulher,18,515812,69,117.6299995,3,1
2021-11-15,1121760,Campanha C,144650,30-34,Mulher,18,764793,101,171.9799976,4,2
2021-11-16,1121763,Campanha C,144651,30-34,Mulher,19,87832,11,18.10000038,1,1
2021-11-17,1121764,Campanha C,144651,30-34,Mulher,19,23368,3,4.300000191,1,0
2021-11-18,1121765,Campanha C,144651,30-34,Mulher,19,51509,7,11.57000005,1,0
2021-11-19,1121767,Campanha C,144651,30-34,Mulher,19,87043,16,24.48000002,2,0
2021-11-20,1121768,Campanha C,144651,30-34,Mulher,19,565565,113,169.6699982,7,4
2021-11-21,1121769,Campanha C,144652,30-34,Mulher,20,253758,43,62.14000034,4,1
2021-11-22,1121773,Campanha C,144652,30-34,Mulher,20,319131,51,76.68000025,6,1
2021-11-23,1121774,Campanha C,144652,30-34,Mulher,20,670608,130,195.1499978,11,3
2021-11-24,1121775,Campanha C,144653,30-34,Mulher,21,159123,25,38.36000013,5,3
2021-11-25,1121776,Campanha C,144653,30-34,Mulher,21,103709,15,24.56999969,3,1
2021-11-26,1121779,Campanha C,144653,30-34,Mulher,21,271589,45,74.41000032,9,3
2021-11-27,1121780,Campanha C,144653,30-34,Mulher,21,119772,20,33.46999907,5,2
2021-11-28,1121782,Campanha C,144654,30-34,Mulher,22,26340,3,4.220000029,1,1
2021-11-29,1121783,Campanha C,144654,30-34,Mulher,22,594968,111,147.6700006,4,0
2021-11-30,1121791,Campanha C,144655,30-34,Mulher,23,6838,0,0,1,0
2021-12-01,1121793,Campanha C,144656,30-34,Mulher,24,185665,39,62.14000058,1,0
2021-12-02,1121795,Campanha C,144656,30-34,Mulher,24,24959,3,4.560000062,1,1
2021-12-03,1121796,Campanha C,144656,30-34,Mulher,24,136967,23,35.05999982,3,1
2021-12-04,1121798,Campanha C,144656,30-34,Mulher,24,107548,19,29.31000018,1,0
2021-12-05,1121803,Campanha C,144657,30-34,Mulher,25,588617,119,169.9199973,2,0
2021-12-06,1121806,Campanha C,144658,30-34,Mulher,26,190560,26,41.63,3,1
2021-12-07,1121807,Campanha C,144658,30-34,Mulher,26,373110,49,75.70000076,4,2
2021-12-08,1121812,Campanha C,144659,30-34,Mulher,27,935646,170,256.4699982,19,6
2021-12-09,1121814,Campanha C,144659,30-34,Mulher,27,2223278,421,612.3000032,38,13
2021-12-10,1121815,Campanha C,144659,30-34,Mulher,27,240497,36,51.84000087,1,0
2021-12-11,1121816,Campanha C,144659,30-34,Mulher,27,259984,37,54.7900002,5,0
2021-12-12,1121817,Campanha C,144660,30-34,Mulher,28,606786,127,179.050001,11,3
2021-12-13,1121818,Campanha C,144660,30-34,Mulher,28,83270,13,17.74000001,1,0
2021-12-14,1121819,Campanha C,144660,30-34,Mulher,28,1189509,268,375.7199963,7,3
2021-12-15,1121820,Campanha C,144660,30-34,Mulher,28,11471,1,1.570000052,0,0
2021-12-16,1121824,Campanha C,144661,30-34,Mulher,29,1705246,295,429.4799981,23,10
2021-12-17,1121826,Campanha C,144661,30-34,Mulher,29,418016,63,95.8500005,3,1
2021-12-18,1121827,Campanha C,144661,30-34,Mulher,29,30155,3,3.819999933,1,0
2021-12-19,1121828,Campanha C,144661,30-34,Mulher,29,990404,153,226.5399992,12,6
2021-12-20,1121829,Campanha C,144662,30-34,Mulher,30,187468,34,50.72000062,2,1
2021-12-21,1121832,Campanha C,144662,30-34,Mulher,30,208301,33,54.57000089,1,0
2021-12-22,1121833,Campanha C,144662,30-34,Mulher,30,101856,16,25.22000039,4,1
2021-12-23,1121835,Campanha C,144663,30-34,Mulher,31,48935,7,9.970000267,1,1
2021-12-24,1121839,Campanha C,144663,30-34,Mulher,31,13911,1,1.730000019,1,1
2021-12-25,1121841,Campanha C,144664,30-34,Mulher,32,511726,77,123.0900019,8,4
2021-12-26,1121843,Campanha C,144664,30-34,Mulher,32,177452,24,37.83000016,2,0
2021-12-27,1121844,Campanha C,144664,30-34,Mulher,32,149808,20,33.03999937,1,1
2021-12-28,1121845,Campanha C,144664,30-34,Mulher,32,390339,60,105.0199997,9,6
2021-12-29,1121846,Campanha C,144664,30-34,Mulher,32,8350,0,0,1,0
2021-12-30,1121847,Campanha C,144665,30-34,Mulher,36,39339,4,5.929999948,1,0
2021-12-31,1121854,Campanha C,144666,30-34,Mulher,63,8587,0,0,1,0
2022-01-01,1121855,Campanha C,144666,30-34,Mulher,63,24893,2,3.75,1,0
2022-01-02,1121856,Campanha C,144666,30-34,Mulher,63,1296189,212,343.2599944,14,4
2022-01-03,1121857,Campanha C,144666,30-34,Mulher,63,91607,12,19.1899997,2,1
2022-01-04,1121859,Campanha C,144667,30-34,Mulher,64,238036,38,61.02999771,6,3
2022-01-05,1121860,Campanha C,144667,30-34,Mulher,64,254344,35,56.16999996,2,1
2022-01-06,1121861,Campanha C,144667,30-34,Mulher,64,157705,23,39.23000026,2,0
2022-01-07,1121862,Campanha C,144667,30-34,Mulher,64,411571,60,99.1799984,6,1
2022-01-08,1121863,Campanha C,144667,30-34,Mulher,64,94136,11,16.17999971,1,0
2022-01-09,1121867,Campanha C,144668,30-34,Mulher,65,82640,16,23.97000039,1,1
2022-01-10,1121869,Campanha C,144668,30-34,Mulher,65,17870,2,2.620000005,1,1
2022-01-11,1121871,Campanha C,144669,30-34,Mulher,2,19178,2,2.779999971,1,1
2022-01-12,1121873,Campanha C,144669,30-34,Mulher,2,5264,0,0,1,0
2022-01-13,1121874,Campanha C,144669,30-34,Mulher,2,145548,28,42.37000036,2,1
2022-01-14,1121876,Campanha C,144669,30-34,Mulher,2,82455,15,22.04999971,1,0
2022-01-15,1121877,Campanha C,144670,30-34,Mulher,7,44189,7,10.31999981,2,0
2022-01-16,1121878,Campanha C,144670,30-34,Mulher,7,45199,7,9.809999943,1,0
2022-01-17,1121881,Campanha C,144670,30-34,Mulher,7,221843,43,63.45000076,5,0
2022-01-18,1121888,Campanha C,144671,30-34,Mulher,66,41672,6,10.54999995,2,1
2022-01-19,1121889,Campanha C,144672,35-39,Mulher,10,127546,25,38.94000041,2,0
2022-01-20,1121890,Campanha C,144672,35-39,Mulher,10,127865,28,38.02999961,3,1
2022-01-21,1121891,Campanha C,144672,35-39,Mulher,10,1025327,229,314.2999983,16,2
2022-01-22,1121894,Campanha C,144672,35-39,Mulher,10,561415,124,173.76,3,0
2022-01-23,1121895,Campanha C,144673,35-39,Mulher,15,132803,25,37.32000124,2,1
2022-01-24,1121897,Campanha C,144673,35-39,Mulher,15,24664,2,2.629999995,1,1
2022-01-25,1121901,Campanha C,144674,35-39,Mulher,16,1020561,172,263.8100007,7,3
2022-01-26,1121902,Campanha C,144674,35-39,Mulher,16,682143,114,177.1099993,6,2
2022-01-27,1121903,Campanha C,144674,35-39,Mulher,16,1247717,222,343.4199994,11,4
2022-01-28,1121904,Campanha C,144674,35-39,Mulher,16,146406,23,33.22999942,1,1
2022-01-29,1121905,Campanha C,144674,35-39,Mulher,16,905699,161,234.6599982,4,1
2022-01-30,1121906,Campanha C,144674,35-39,Mulher,16,1184580,194,297.8299981,14,3
2022-01-31,1121907,Campanha C,144675,35-39,Mulher,18,98057,20,31.00999963,1,1
2022-02-01,1121917,Campanha C,144676,35-39,Mulher,19,238735,56,84.65999889,4,1
2022-02-02,1121918,Campanha C,144676,35-39,Mulher,19,320657,77,115.8800026,2,0
2022-02-03,1121925,Campanha C,144678,35-39,Mulher,21,244074,57,84.51000023,4,2
2022-02-04,1121928,Campanha C,144678,35-39,Mulher,21,39146,8,13.05999959,1,0
2022-02-05,1121931,Campanha C,144679,35-39,Mulher,22,78468,15,23.64999962,1,0
2022-02-06,1121933,Campanha C,144679,35-39,Mulher,22,325653,63,89.35000026,2,0
2022-02-07,1121935,Campanha C,144679,35-39,Mulher,22,66277,12,17.30000019,1,0
2022-02-08,1121936,Campanha C,144679,35-39,Mulher,22,93002,16,23.33999968,1,0
2022-02-09,1121944,Campanha C,144681,35-39,Mulher,24,109723,27,40.9600004,1,0
2022-02-10,1121948,Campanha C,144681,35-39,Mulher,24,118941,35,50.11000001,4,1
2022-02-11,1121949,Campanha C,144682,35-39,Mulher,25,221576,47,66.79000068,6,1
2022-02-12,1121953,Campanha C,144682,35-39,Mulher,25,8341,1,1.639999986,1,0
2022-02-13,1121954,Campanha C,144682,35-39,Mulher,25,120335,26,36.2299993,2,0
2022-02-14,1121955,Campanha C,144683,35-39,Mulher,26,182098,40,62.86999989,1,1
2022-02-15,1121956,Campanha C,144683,35-39,Mulher,26,227473,52,71.58000052,1,1
2022-02-16,1121962,Campanha C,144684,35-39,Mulher,27,1050947,230,350.5099957,6,1
2022-02-17,1121963,Campanha C,144684,35-39,Mulher,27,720859,162,213.6899986,13,5
2022-02-18,1121971,Campanha C,144685,35-39,Mulher,28,41111,8,10.96000016,1,0
2022-02-19,1121973,Campanha C,144686,35-39,Mulher,29,148616,25,37.39999962,6,4
2022-02-20,1121976,Campanha C,144686,35-39,Mulher,29,707260,135,210.8200028,13,6
2022-02-21,1121977,Campanha C,144686,35-39,Mulher,29,139596,26,42.41000032,1,1
2022-02-22,1121983,Campanha C,144687,35-39,Mulher,30,105399,22,33.19999933,2,0
2022-02-23,1121994,Campanha C,144689,35-39,Mulher,32,222378,50,72.91000104,1,0
2022-02-24,1122003,Campanha C,144691,35-39,Mulher,63,975792,210,293.8800011,10,4
2022-02-25,1122004,Campanha C,144691,35-39,Mulher,63,579150,125,167.0499997,5,1
2022-02-26,1122005,Campanha C,144691,35-39,Mulher,63,449588,81,123.800001,5,2
2022-02-27,1122006,Campanha C,144691,35-39,Mulher,63,318157,56,85.70000196,3,0
2022-02-28,1122007,Campanha C,144691,35-39,Mulher,63,196967,43,65.17999971,2,1
2022-03-01,1122011,Campanha C,144692,35-39,Mulher,64,158298,37,46.43000007,4,1
2022-03-02,1122012,Campanha C,144692,35-39,Mulher,64,222739,55,68.55999959,5,2
2022-03-03,1122022,Campanha C,144694,35-39,Mulher,2,20780,5,8.189999938,1,0
2022-03-04,1122027,Campanha C,144695,35-39,Mulher,7,128616,33,48.54999948,2,0
2022-03-05,1122039,Campanha C,144697,40-44,Mulher,10,258954,61,82.27999902,1,0
2022-03-06,1122040,Campanha C,144697,40-44,Mulher,10,205289,48,71.53000104,3,0
2022-03-07,1122041,Campanha C,144697,40-44,Mulher,10,611601,138,191.419996,8,3
